item,buque,producto,jornada,turno,ticket_apm,permiso,bl,bodega,balanza_ingreso,fecha_ingreso_apm,fecha_inicio_carguio,fecha_termino_carguio,duracion_carguio,estadia_muelle_antes_carguio,balanza_salida,guia_remision_agencia,placa_camion,empresa_transporte,num_precinto,peso_bruto_puerto,tara_puerto,peso_neto_salida_apm,peso_apm_tn,destino_almacen,fecha_salida_apmtc,tiempo_termino_carguio_salida,tiempo_llegada_salida_apm,fecha_ingreso_almacen,peso_bruto_almacen,tara_almacen,peso_neto_ingreso_almacen,diferencia_pesos_netos,fecha_salida_almacen,tiempo_llegada_almacen_desde_puerto,permanencia_almacen,duracion_total_traslado,observaciones,guia_transporte
560,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270086,-,1,BODEGA 2,-,2024-12-27 05:25:00,2024-12-27 08:45:00,2024-12-27 08:56:00,00:11:00,03:20:00,-,2270086,F0J926,TOSA E.I.R.L.,129156,46820,17180,29640,29.64,CHANCAY - 5003,2024-12-27 09:15:00,00:19:00,03:50:00,2024-12-27 10:52:00,46750,17080,29670,30,2024-12-27 11:33:00,01:37:00,00:41:00,06:08:00,0,0
561,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270090,-,1,BODEGA 2,-,2024-12-27 05:39:00,2024-12-27 08:49:00,2024-12-27 08:56:00,00:07:00,03:10:00,-,2270090,ABV921,TOSA E.I.R.L.,129153,46220,16760,29460,29.46,CHANCAY - 5003,2024-12-27 09:09:00,00:13:00,03:30:00,2024-12-27 10:39:00,46140,16670,29470,10,2024-12-27 11:06:00,01:30:00,00:27:00,05:27:00,0,0
562,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270085,-,1,BODEGA 2,-,2024-12-27 05:20:00,2024-12-27 08:49:00,2024-12-27 08:57:00,00:08:00,03:29:00,-,2270085,AUL898,TOSA E.I.R.L.,129152,46840,17000,29840,29.84,CHANCAY - 5003,2024-12-27 09:07:00,00:10:00,03:47:00,2024-12-27 10:45:00,46760,16920,29840,0,2024-12-27 11:18:00,01:38:00,00:33:00,05:58:00,0,0
563,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270093,-,1,BODEGA 2,-,2024-12-27 05:49:00,2024-12-27 08:57:00,2024-12-27 09:03:00,00:06:00,03:08:00,-,2270093,AZR943,TOSA E.I.R.L.,129154,50000,17700,32300,32.3,CHANCAY - 5003,2024-12-27 09:14:00,00:11:00,03:25:00,2024-12-27 10:47:00,49900,17610,32290,-10,2024-12-27 11:15:00,01:33:00,00:28:00,05:26:00,0,0
564,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270128,-,1,BODEGA 2,-,2024-12-27 07:12:00,2024-12-27 08:59:00,2024-12-27 09:08:00,00:09:00,01:47:00,-,2270128,AJP818,VILMA ROJAS,129168,50760,18700,32060,32.06,CHANCAY - 5003,2024-12-27 10:01:00,00:53:00,02:49:00,2024-12-27 11:10:00,50710,18620,32090,30,2024-12-27 12:47:00,01:09:00,01:37:00,05:35:00,0,0
565,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270078,-,1,BODEGA 2,-,2024-12-27 04:46:00,2024-12-27 09:00:00,2024-12-27 09:09:00,00:09:00,04:14:00,-,2270078,C9H901,TOSA E.I.R.L.,129155,46660,16280,30380,30.38,CHANCAY - 5003,2024-12-27 09:15:00,00:06:00,04:29:00,2024-12-27 10:49:00,46600,16200,30400,20,2024-12-27 11:25:00,01:34:00,00:36:00,06:39:00,0,0
566,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270123,-,1,BODEGA 2,-,2024-12-27 07:20:00,2024-12-27 09:05:00,2024-12-27 09:18:00,00:13:00,01:45:00,-,2270123,AWS916,TOSA E.I.R.L.,129167,47620,17640,29980,29.98,CHANCAY - 5003,2024-12-27 09:50:00,00:32:00,02:30:00,2024-12-27 11:07:00,47560,17580,29980,0,2024-12-27 12:35:00,01:17:00,01:28:00,05:15:00,0,0
567,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270131,-,1,BODEGA 2,-,2024-12-27 07:32:00,2024-12-27 09:15:00,2024-12-27 09:23:00,00:08:00,01:43:00,-,2270131,BDD937,VILMA ROJAS,129166,48580,18000,30580,30.58,CHANCAY - 5003,2024-12-27 09:59:00,00:36:00,02:27:00,2024-12-27 11:09:00,48480,17900,30580,0,2024-12-27 12:37:00,01:10:00,01:28:00,05:05:00,0,0
568,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270119,-,1,BODEGA 2,-,2024-12-27 07:13:00,2024-12-27 09:18:00,2024-12-27 09:26:00,00:08:00,02:05:00,-,2270119,BMO774,VILMA ROJAS,129163,53740,18820,34920,34.92,CHANCAY - 5003,2024-12-27 09:44:00,00:18:00,02:31:00,2024-12-27 10:54:00,53670,18740,34930,10,2024-12-27 11:37:00,01:10:00,00:43:00,04:24:00,0,0
569,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270120,-,1,BODEGA 2,-,2024-12-27 07:04:00,2024-12-27 09:30:00,2024-12-27 09:38:00,00:08:00,02:26:00,-,2270120,BDD755,VILMA ROJAS,129165,51920,17820,34100,34.1,CHANCAY - 5003,2024-12-27 09:48:00,00:10:00,02:44:00,2024-12-27 11:02:00,51860,17750,34110,10,2024-12-27 12:15:00,01:14:00,01:13:00,05:11:00,0,0
570,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270144,-,1,BODEGA 2,-,2024-12-27 07:49:00,2024-12-27 09:40:00,2024-12-27 09:49:00,00:09:00,01:51:00,-,2270144,C6D781,TRANSJIBAJA S.A.C.,129169,51840,16620,35220,35.22,CHANCAY - 5003,2024-12-27 10:05:00,00:16:00,02:16:00,2024-12-27 11:11:00,51740,16490,35250,30,2024-12-27 12:51:00,01:06:00,01:40:00,05:02:00,0,0
571,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270102,-,1,BODEGA 2,-,2024-12-27 06:23:00,2024-12-27 09:40:00,2024-12-27 09:41:00,00:01:00,03:17:00,-,2270102,BDE743,VILMA ROJAS,129164,47940,17940,30000,30,CHANCAY - 5003,2024-12-27 09:45:00,00:04:00,03:22:00,2024-12-27 10:59:00,47880,17840,30040,40,2024-12-27 12:12:00,01:14:00,01:13:00,05:49:00,0,0
572,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270145,-,1,BODEGA 2,-,2024-12-27 07:54:00,2024-12-27 09:43:00,2024-12-27 09:57:00,00:14:00,01:49:00,-,2270145,AJE884,VILMA ROJAS,129170,52640,18800,33840,33.84,CHANCAY - 5003,2024-12-27 10:10:00,00:13:00,02:16:00,2024-12-27 11:13:00,52500,18670,33830,-10,2024-12-27 13:02:00,01:03:00,01:49:00,05:08:00,0,0
573,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270156,-,1,BODEGA 2,-,2024-12-27 08:36:00,2024-12-27 09:57:00,2024-12-27 10:03:00,00:06:00,01:21:00,-,2270156,D7P795,TRANSJIBAJA S.A.C.,129171,52940,17500,35440,35.44,CHANCAY - 5003,2024-12-27 10:14:00,00:11:00,01:38:00,2024-12-27 11:15:00,52850,17420,35430,-10,2024-12-27 13:07:00,01:01:00,01:52:00,04:31:00,0,0
574,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270168,-,2,BODEGA 4,-,2024-12-27 08:42:00,2024-12-27 10:04:00,2024-12-27 10:15:00,00:11:00,01:22:00,-,2270168,AWS791,TOSA E.I.R.L.,129175,52260,17700,34560,34.56,CHANCAY - 5003,2024-12-27 10:37:00,00:22:00,01:55:00,2024-12-27 11:21:00,52190,17610,34580,20,2024-12-27 13:33:00,00:44:00,02:12:00,04:51:00,0,0
575,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270160,-,1,BODEGA 2,-,2024-12-27 08:39:00,2024-12-27 10:05:00,2024-12-27 10:12:00,00:07:00,01:26:00,-,2270160,C2B789,TRANSJIBAJA S.A.C.,129172,50140,16460,33680,33.68,CHANCAY - 5003,2024-12-27 10:29:00,00:17:00,01:50:00,2024-12-27 11:16:00,50140,16380,33760,80,2024-12-27 13:12:00,00:47:00,01:56:00,04:33:00,0,0
576,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270150,-,1,BODEGA 2,-,2024-12-27 08:26:00,2024-12-27 10:13:00,2024-12-27 10:19:00,00:06:00,01:47:00,-,2270150,ABY907,TOSA E.I.R.L.,129173,48460,16800,31660,31.66,CHANCAY - 5003,2024-12-27 10:31:00,00:12:00,02:05:00,2024-12-27 11:19:00,48410,16730,31680,20,2024-12-27 13:21:00,00:48:00,02:02:00,04:55:00,0,0
577,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270172,-,1,BODEGA 2,-,2024-12-27 08:27:00,2024-12-27 10:15:00,2024-12-27 10:23:00,00:08:00,01:48:00,-,2270172,ASF702,TRANSJIBAJA S.A.C.,129174,52080,17100,34980,34.98,CHANCAY - 5003,2024-12-27 10:34:00,00:11:00,02:07:00,2024-12-27 11:18:00,52010,17040,34970,-10,2024-12-27 13:17:00,00:44:00,01:59:00,04:50:00,0,0
578,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270178,-,1,BODEGA 1,-,2024-12-27 08:52:00,2024-12-27 10:21:00,2024-12-27 10:33:00,00:12:00,01:29:00,-,2270178,AJP762,VILMA ROJAS,129176,40720,17940,22780,22.78,CHANCAY - 5003,2024-12-27 10:48:00,00:15:00,01:56:00,2024-12-27 11:34:00,40660,17870,22790,10,2024-12-27 14:02:00,00:46:00,02:28:00,05:10:00,0,0
579,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270176,-,2,BODEGA 2,-,2024-12-27 08:44:00,2024-12-27 10:25:00,2024-12-27 10:36:00,00:11:00,01:41:00,-,2270176,BYP721,TOSA E.I.R.L.,129177,51300,18440,32860,32.86,CHANCAY - 5003,2024-12-27 10:49:00,00:13:00,02:05:00,2024-12-27 11:29:00,51250,18360,32890,30,2024-12-27 13:37:00,00:40:00,02:08:00,04:53:00,0,0
580,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270138,-,1,BODEGA 2,-,2024-12-27 07:38:00,2024-12-27 10:35:00,2024-12-27 10:43:00,00:08:00,02:57:00,-,2270138,APN941,TRANSJIBAJA S.A.C.,129178,51100,16840,34260,34.26,CHANCAY - 5003,2024-12-27 10:53:00,00:10:00,03:15:00,2024-12-27 13:49:00,51110,16840,34270,10,2024-12-27 14:00:00,02:56:00,00:11:00,06:22:00,0,0
581,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270188,-,2,BODEGA 2,-,2024-12-27 09:05:00,2024-12-27 10:41:00,2024-12-27 10:49:00,00:08:00,01:36:00,-,2270188,AUL936,TOSA E.I.R.L.,129179,51700,16980,34720,34.72,CHANCAY - 5003,2024-12-27 10:53:00,00:04:00,01:48:00,2024-12-27 11:30:00,51650,16910,34740,20,2024-12-27 13:58:00,00:37:00,02:28:00,04:53:00,0,0
582,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270193,-,2,BODEGA 2,-,2024-12-27 09:21:00,2024-12-27 10:48:00,2024-12-27 10:53:00,00:05:00,01:27:00,-,2270193,ASA876,TOSA E.I.R.L.,129181,50900,17240,33660,33.66,CHANCAY - 5003,2024-12-27 11:30:00,00:37:00,02:09:00,2024-12-27 12:05:00,50830,17150,33680,20,2024-12-27 14:17:00,00:35:00,02:12:00,04:56:00,0,0
583,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270189,-,1,BODEGA 2,-,2024-12-27 09:11:00,2024-12-27 10:49:00,2024-12-27 10:57:00,00:08:00,01:38:00,-,2270189,AFX858,TOSA E.I.R.L.,129180,48060,16880,31180,31.18,CHANCAY - 5003,2024-12-27 11:02:00,00:05:00,01:51:00,2024-12-27 11:36:00,47980,16800,31180,0,2024-12-27 14:05:00,00:34:00,02:29:00,04:54:00,0,0
584,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270184,-,2,BODEGA 2,-,2024-12-27 08:56:00,2024-12-27 10:58:00,2024-12-27 11:04:00,00:06:00,02:02:00,-,2270184,D6H785,TRANSJIBAJA S.A.C.,129182,49120,16020,33100,33.1,CHANCAY - 5003,2024-12-27 11:30:00,00:26:00,02:34:00,2024-12-27 11:56:00,49070,15960,33110,10,2024-12-27 14:08:00,00:26:00,02:12:00,05:12:00,0,0
585,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270195,-,2,BODEGA 2,-,2024-12-27 09:35:00,2024-12-27 11:06:00,2024-12-27 11:13:00,00:07:00,01:31:00,-,2270195,BMN703,VILMA ROJAS,129183,57580,19000,38580,38.58,CHANCAY - 5003,2024-12-27 11:31:00,00:18:00,01:56:00,2024-12-27 12:02:00,57500,18910,38590,10,2024-12-27 14:11:00,00:31:00,02:09:00,04:36:00,0,0
586,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270192,-,2,BODEGA 2,-,2024-12-27 09:11:00,2024-12-27 11:14:00,2024-12-27 11:20:00,00:06:00,02:03:00,-,2270192,C7Y835,TRANSJIBAJA S.A.C.,129184,48680,16660,32020,32.02,CHANCAY - 5003,2024-12-27 11:37:00,00:17:00,02:26:00,2024-12-27 12:18:00,48580,16540,32040,20,2024-12-27 14:35:00,00:41:00,02:17:00,05:24:00,0,0
587,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270216,-,2,BODEGA 2,-,2024-12-27 10:05:00,2024-12-27 11:21:00,2024-12-27 11:30:00,00:09:00,01:16:00,-,2270216,D7W933,TOSA E.I.R.L.,129186,54380,17380,37000,37,CHANCAY - 5003,2024-12-27 11:46:00,00:16:00,01:41:00,2024-12-27 12:25:00,54350,17310,37040,40,2024-12-27 14:48:00,00:39:00,02:23:00,04:43:00,0,0
588,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270238,-,2,BODEGA 2,-,2024-12-27 10:42:00,2024-12-27 11:24:00,2024-12-27 11:39:00,00:15:00,00:42:00,-,2270238,BDD892,VILMA ROJAS,129194,47220,17620,29600,29.6,CHANCAY - 5003,2024-12-27 12:24:00,00:45:00,01:42:00,2024-12-27 13:04:00,47060,17530,29530,-70,2024-12-27 15:34:00,00:40:00,02:30:00,04:52:00,0,0
589,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270204,-,2,BODEGA 2,-,2024-12-27 08:52:00,2024-12-27 11:29:00,2024-12-27 11:35:00,00:06:00,02:37:00,-,2270204,AJG777,VILMA ROJAS,129185,46500,17960,28540,28.54,CHANCAY - 5003,2024-12-27 11:42:00,00:07:00,02:50:00,2024-12-27 12:14:00,46430,17900,28530,-10,2024-12-27 14:30:00,00:32:00,02:16:00,05:38:00,0,0
590,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270217,-,2,BODEGA 2,-,2024-12-27 10:05:00,2024-12-27 11:30:00,2024-12-27 11:47:00,00:17:00,01:25:00,-,2270217,D7H920,TRANSJIBAJA S.A.C.,129187,50760,17060,33700,33.7,CHANCAY - 5003,2024-12-27 11:52:00,00:05:00,01:47:00,2024-12-27 12:28:00,50680,16980,33700,0,2024-12-27 14:53:00,00:36:00,02:25:00,04:48:00,0,0
591,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270205,-,2,BODEGA 2,-,2024-12-27 09:42:00,2024-12-27 11:36:00,2024-12-27 11:48:00,00:12:00,01:54:00,-,2270205,BMO703,VILMA ROJAS,129188,50100,18760,31340,31.34,CHANCAY - 5003,2024-12-27 11:52:00,00:04:00,02:10:00,2024-12-27 12:31:00,50050,18700,31350,10,2024-12-27 15:00:00,00:39:00,02:29:00,05:18:00,0,0
592,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270222,-,2,BODEGA 2,-,2024-12-27 10:18:00,2024-12-27 11:37:00,2024-12-27 11:49:00,00:12:00,01:19:00,-,2270222,ATA883,TOSA E.I.R.L.,129192,48640,16780,31860,31.86,CHANCAY - 5003,2024-12-27 12:03:00,00:14:00,01:45:00,2024-12-27 12:46:00,48590,16700,31890,30,2024-12-27 15:15:00,00:43:00,02:29:00,04:57:00,0,0
593,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270208,-,2,BODEGA 2,-,2024-12-27 09:57:00,2024-12-27 11:40:00,2024-12-27 11:51:00,00:11:00,01:43:00,-,2270208,ANB766,VILMA ROJAS,129189,49920,18260,31660,31.66,CHANCAY - 5003,2024-12-27 11:55:00,00:04:00,01:58:00,2024-12-27 12:21:00,49850,18180,31670,10,2024-12-27 14:39:00,00:26:00,02:18:00,04:42:00,0,0
594,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270218,-,2,BODEGA 2,-,2024-12-27 10:05:00,2024-12-27 11:40:00,2024-12-27 11:49:00,00:09:00,01:35:00,-,2270218,D0Q776,TRANSJIBAJA S.A.C.,129190,46280,16380,29900,29.9,CHANCAY - 5003,2024-12-27 12:02:00,00:13:00,01:57:00,2024-12-27 12:43:00,46210,16330,29880,-20,2024-12-27 15:04:00,00:41:00,02:21:00,04:59:00,0,0
595,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270219,-,2,BODEGA 2,-,2024-12-27 10:09:00,2024-12-27 11:48:00,2024-12-27 11:57:00,00:09:00,01:39:00,-,2270219,F1K772,TRANSJIBAJA S.A.C.,129191,49680,16900,32780,32.78,CHANCAY - 5003,2024-12-27 12:13:00,00:16:00,02:04:00,2024-12-27 12:51:00,49620,16830,32790,10,2024-12-27 15:19:00,00:38:00,02:28:00,05:10:00,0,0
596,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270227,-,2,BODEGA 2,-,2024-12-27 10:35:00,2024-12-27 11:57:00,2024-12-27 12:05:00,00:08:00,01:22:00,-,2270227,ASZ864,TRANSJIBAJA S.A.C.,129193,51640,17040,34600,34.6,CHANCAY - 5003,2024-12-27 12:18:00,00:13:00,01:43:00,2024-12-27 13:00:00,51600,16960,34640,40,2024-12-27 15:29:00,00:42:00,02:29:00,04:54:00,0,0
597,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270246,-,1,BODEGA 4,-,2024-12-27 10:35:00,2024-12-27 13:04:00,2024-12-27 13:13:00,00:09:00,02:29:00,-,2270246,D6D940,TOSA E.I.R.L.,129207,34020,16660,17360,17.36,CHANCAY - 5003,2024-12-27 16:14:00,03:01:00,05:39:00,2024-12-27 17:11:00,33960,16590,17370,10,2024-12-27 17:49:00,00:57:00,00:38:00,07:14:00,0,0
598,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270232,-,2,BODEGA 2,-,2024-12-27 10:25:00,2024-12-27 13:20:00,2024-12-27 13:28:00,00:08:00,02:55:00,-,2270232,BYP785,TOSA E.I.R.L.,129196,50140,18200,31940,31.94,CHANCAY - 5003,2024-12-27 13:43:00,00:15:00,03:18:00,2024-12-27 14:27:00,50070,18130,31940,0,2024-12-27 15:52:00,00:44:00,01:25:00,05:27:00,0,0
599,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270248,-,2,BODEGA 2,-,2024-12-27 10:46:00,2024-12-27 13:30:00,2024-12-27 13:42:00,00:12:00,02:44:00,-,2270248,T9T864,TRANSJIBAJA S.A.C.,129197,50500,17340,33160,33.16,CHANCAY - 5003,2024-12-27 13:54:00,00:12:00,03:08:00,2024-12-27 14:22:00,50430,17240,33190,30,2024-12-27 15:37:00,00:28:00,01:15:00,04:51:00,0,0
600,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270250,-,1,BODEGA 2,-,2024-12-27 10:55:00,2024-12-27 13:32:00,2024-12-27 13:45:00,00:13:00,02:37:00,-,2270250,C7Y834,TRANSJIBAJA S.A.C.,129198,48740,17160,31580,31.58,CHANCAY - 5003,2024-12-27 14:05:00,00:20:00,03:10:00,2024-12-27 14:36:00,48670,17070,31600,20,2024-12-27 15:48:00,00:31:00,01:12:00,04:53:00,0,0
601,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270256,-,1,BODEGA 2,-,2024-12-27 10:59:00,2024-12-27 13:57:00,2024-12-27 14:05:00,00:08:00,02:58:00,-,2270256,D8A721,TOSA E.I.R.L.,129199,52580,17240,35340,35.34,CHANCAY - 5003,2024-12-27 14:11:00,00:06:00,03:12:00,2024-12-27 14:44:00,52490,17140,35350,10,2024-12-27 16:03:00,00:33:00,01:19:00,05:04:00,0,0
602,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270262,-,1,BODEGA 2,-,2024-12-27 11:10:00,2024-12-27 14:30:00,2024-12-27 14:38:00,00:08:00,03:20:00,-,2270262,AJI820,TOSA E.I.R.L.,129200,49740,17580,32160,32.16,CHANCAY - 5003,2024-12-27 15:02:00,00:24:00,03:52:00,2024-12-27 15:26:00,49650,17480,32170,10,2024-12-27 15:59:00,00:24:00,00:33:00,04:49:00,0,0
603,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270272,-,1,BODEGA 2,-,2024-12-27 11:13:00,2024-12-27 14:57:00,2024-12-27 15:05:00,00:08:00,03:44:00,-,2270272,BYP743,TOSA E.I.R.L.,129202,52080,18220,33860,33.86,CHANCAY - 5003,2024-12-27 15:37:00,00:32:00,04:24:00,2024-12-27 16:15:00,52010,18140,33870,10,2024-12-27 16:45:00,00:38:00,00:30:00,05:32:00,0,0
604,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 10,15-23,202412270254,-,1,BODEGA 2,-,2024-12-27 10:48:00,2024-12-27 15:02:00,2024-12-27 15:16:00,00:14:00,04:14:00,-,2270254,AZT768,TOSA E.I.R.L.,129201,52600,17820,34780,34.78,CHANCAY - 5003,2024-12-27 15:29:00,00:13:00,04:41:00,2024-12-27 15:55:00,52540,17730,34810,30,2024-12-27 16:21:00,00:26:00,00:26:00,05:33:00,0,0
605,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 10,15-23,202412270274,-,1,BODEGA 2,-,2024-12-27 11:14:00,2024-12-27 15:06:00,2024-12-27 15:13:00,00:07:00,03:52:00,-,2270274,APP823,TRANSJIBAJA S.A.C.,129203,53120,17440,35680,35.68,CHANCAY - 5003,2024-12-27 15:40:00,00:27:00,04:26:00,2024-12-27 16:00:00,53040,17350,35690,10,2024-12-27 16:30:00,00:20:00,00:30:00,05:16:00,0,0
606,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 10,15-23,202412270278,-,1,BODEGA 2,-,2024-12-27 11:16:00,2024-12-27 15:17:00,2024-12-27 15:23:00,00:06:00,04:01:00,-,2270278,AKV816,TOSA E.I.R.L.,129204,48360,17140,31220,31.22,CHANCAY - 5003,2024-12-27 15:48:00,00:25:00,04:32:00,2024-12-27 16:33:00,48300,17040,31260,40,2024-12-27 16:50:00,00:45:00,00:17:00,05:34:00,0,0
607,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 10,15-23,202412270279,-,1,BODEGA 2,-,2024-12-27 11:14:00,2024-12-27 15:40:00,2024-12-27 15:53:00,00:13:00,04:26:00,-,2270279,D1J772,TRANSJIBAJA S.A.C.,129205,49380,16980,32400,32.4,CHANCAY - 5003,2024-12-27 16:06:00,00:13:00,04:52:00,2024-12-27 16:41:00,49310,16910,32400,0,2024-12-27 16:54:00,00:35:00,00:13:00,05:40:00,0,0
608,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 10,15-23,202412270281,-,1,BODEGA 2,-,2024-12-27 11:17:00,2024-12-27 15:57:00,2024-12-27 16:03:00,00:06:00,04:40:00,-,2270281,ABV921,TOSA E.I.R.L.,129206,30420,16740,13680,13.68,CHANCAY - 5003,2024-12-27 16:10:00,00:07:00,04:53:00,2024-12-27 17:08:00,30360,16650,13710,30,2024-12-27 17:36:00,00:58:00,00:28:00,06:19:00,0,0
609,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 10,15-23,202412270282,-,1,BODEGA 2,-,2024-12-27 11:18:00,2024-12-27 16:02:00,2024-12-27 16:13:00,00:11:00,04:44:00,-,2270282,D3Y881,TRANSJIBAJA S.A.C.,129208,51320,16300,35020,35.02,CHANCAY - 5003,2024-12-27 16:25:00,00:12:00,05:07:00,2024-12-27 17:52:00,51260,16230,35030,10,2024-12-27 18:06:00,01:27:00,00:14:00,06:48:00,0,0
610,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 10,15-23,202412270286,-,2,BODEGA 2,-,2024-12-27 11:21:00,2024-12-27 16:20:00,2024-12-27 16:34:00,00:14:00,04:59:00,-,2270286,ACU930,TRANSJIBAJA S.A.C.,129209,51300,16420,34880,34.88,CHANCAY - 5003,2024-12-27 16:50:00,00:16:00,05:29:00,2024-12-27 17:17:00,51240,16340,34900,20,2024-12-27 17:55:00,00:27:00,00:38:00,06:34:00,0,0
611,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 10,15-23,202412270291,-,2,BODEGA 2,-,2024-12-27 11:49:00,2024-12-27 16:58:00,2024-12-27 17:06:00,00:08:00,05:09:00,-,2270291,BMO774,VILMA ROJAS,129210,55220,18800,36420,36.42,CHANCAY - 5003,2024-12-27 17:25:00,00:19:00,05:36:00,2024-12-27 18:25:00,55160,18730,36430,10,2024-12-27 19:11:00,01:00:00,00:46:00,07:22:00,0,0
612,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 10,15-23,202412270287,-,2,BODEGA 2,-,2024-12-27 11:30:00,2024-12-27 17:20:00,2024-12-27 17:31:00,00:11:00,05:50:00,-,2270287,AZR943,TOSA E.I.R.L.,129211,51260,17680,33580,33.58,CHANCAY - 5003,2024-12-27 17:50:00,00:19:00,06:20:00,2024-12-27 18:30:00,51180,17590,33590,10,2024-12-27 18:49:00,00:40:00,00:19:00,07:19:00,0,0
